Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Brian Murphy,CAR,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Britos,WAT,DEF,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Brooks,BOU,MID,50,48.1,19.8,89.0,15.7,2,0,0,0,0,0,0,0,0,0.1,207,0,7
Browning,EVE,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Bruno,BHA,DEF,44,14.6,6.4,0.0,2.1,0,0,0,0,0,0,0,0,0,0.1,25,0,1
Bryan,FUL,DEF,50,69.0,49.6,15.0,13.3,6,0,0,0,0,0,0,0,0,0.1,225,0,4
Button,BHA,GKP,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.7,0,0,0
Byram,WHU,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Caballero,CHE,GKP,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Cahill,CHE,DEF,53,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
Cairney,FUL,MID,49,82.2,58.8,16.0,15.7,5,0,1,0,0,0,0,0,0,1.5,239,0,9
Calvert-Lewin,EVE,FWD,54,20.3,46.8,27.0,9.5,1,1,0,0,0,0,0,0,0,0.9,111,1,9
Camarasa,CAR,MID,45,29.7,51.6,25.0,10.7,3,1,0,0,0,0,0,2,0,0.3,237,0,11
Capoue,WAT,MID,50,16.3,73.0,13.0,10.3,3,0,1,0,0,0,0,3,0,0.4,360,2,11
Carlos Sanchez,WHU,MID,45,27.1,15.8,16.0,5.9,4,0,0,0,0,0,0,0,0,0.3,193,0,5
Carrillo,SOU,FWD,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Carroll,WHU,FWD,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Cathcart,WAT,DEF,45,1.4,108.2,23.0,13.3,3,1,0,0,0,0,0,0,0,0.8,360,3,21
Cavaleiro,WOL,MID,53,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Cech,ARS,GKP,50,0.0,130.2,0.0,13.0,8,0,0,0,0,0,19,0,0,2.2,360,0,10
Chalobah,WAT,MID,45,0.1,0.4,0.0,0.1,0,0,0,0,0,0,0,0,0,0.2,4,0,1
Chamberlain,LIV,MID,65,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Chambers,FUL,DEF,44,0.7,65.2,0.0,6.6,5,0,0,0,0,0,0,0,0,1.3,201,0,4
Chicharito,WHU,FWD,64,15.3,6.6,48.0,7.0,6,0,1,0,0,0,0,0,0,1.7,140,0,8
Chilwell,LEI,DEF,50,63.6,86.8,82.0,23.4,5,0,0,0,0,0,0,0,0,0.7,360,2,12
Choudhury,LEI,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Christensen,CHE,DEF,52,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Christie,FUL,DEF,44,19.3,18.8,9.0,4.7,2,0,0,0,0,0,0,0,0,0.2,95,0,2
Cisse,FUL,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Clark,NEW,DEF,45,1.5,73.8,28.0,10.4,6,0,0,0,0,0,0,0,0,0.3,350,0,9
Cleverley,WAT,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Clyne,LIV,DEF,47,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Coady,WOL,DEF,45,1.1,64.2,0.0,6.5,5,0,0,0,0,0,0,1,0,0.5,360,2,11
Coleman,EVE,DEF,54,18.3,78.0,46.0,14.2,6,0,0,0,0,0,0,0,0,1.7,360,0,6
Connolly,CAR,DEF,39,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.3,0,0,0
Cork,BUR,MID,49,67.0,32.4,23.0,12.3,9,0,0,0,0,0,0,1,0,0.7,360,0,8
Costa,WOL,MID,49,30.5,17.6,28.0,7.6,5,0,0,0,0,0,0,0,0,0.6,257,0,8
Courtois,CHE,GKP,55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Cresswell,WHU,DEF,53,27.6,9.8,0.0,3.7,1,0,0,0,0,0,0,1,0,1.0,90,0,1
Cunningham,CAR,DEF,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Cedric,SOU,DEF,44,62.6,76.4,30.0,16.9,4,0,1,0,0,0,0,1,0,5.9,325,3,14
Dahlberg,WAT,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Dalot,MUN,DEF,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Damour,CAR,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Daniels,BOU,DEF,45,34.9,48.8,8.0,9.1,3,0,0,0,0,0,0,1,0,10.3,270,0,8
Danilo,MCI,DEF,52,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Dann,CRY,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Darlow,NEW,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Darmian,MUN,DEF,48,2.3,20.6,7.0,3.0,1,0,0,0,0,0,0,0,0,0.3,90,0,2
David Luiz,CHE,DEF,55,32.4,80.2,10.0,12.2,3,0,0,0,0,0,0,1,0,4.1,360,2,16
David Silva,MCI,MID,85,177.3,82.0,164.0,42.4,3,1,0,0,0,0,0,1,0,7.3,242,2,12
Davies,TOT,DEF,58,85.8,46.0,68.0,20.0,4,0,0,0,0,0,0,0,0,4.0,276,0,6
Davies,EVE,MID,54,33.4,36.2,3.0,7.3,4,0,0,0,0,0,0,1,0,0.2,246,0,5
Davis,SOU,MID,48,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
De Bruyne,MCI,MID,97,14.8,4.4,7.0,2.6,0,0,0,0,0,0,0,1,0,3.7,30,0,0
De Gea,MUN,GKP,59,0.0,68.0,0.0,6.8,7,0,0,0,0,0,7,0,0,22.2,360,0,11
Deeney,WAT,FWD,61,49.7,118.4,149.0,31.7,3,2,1,0,0,0,0,0,0,5.6,358,4,23
Defoe,BOU,FWD,58,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.6,1,0,1
Defour,BUR,MID,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Delph,MCI,DEF,53,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Dembele,TOT,MID,49,6.7,23.0,1.0,3.1,2,0,0,0,0,0,0,1,0,1.4,224,0,6
Dendoncker,WOL,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Depoitre,HUD,FWD,53,11.6,2.4,8.0,2.1,4,0,0,0,0,0,0,0,0,0.7,101,0,4
Deulofeu,WAT,MID,54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Diabate,LEI,MID,48,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Diakhaby,HUD,MID,49,5.0,11.8,4.0,2.1,4,0,0,0,0,0,0,0,0,0.0,174,0,6
Diame,NEW,MID,50,18.1,51.0,35.0,10.5,6,0,0,0,0,0,0,1,0,0.1,360,0,8
Diaz,MCI,MID,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Dier,TOT,MID,49,34.8,44.0,0.0,8.0,2,0,0,0,0,0,0,1,0,1.6,249,0,6
Digne,EVE,DEF,48,47.0,29.0,0.0,7.6,1,0,1,0,0,0,0,0,0,1.5,79,2,8
Diop,WHU,DEF,44,0.6,27.2,4.0,3.1,4,0,0,1,0,0,0,1,0,0.6,180,0,0
Doherty,WOL,DEF,44,59.3,57.6,84.0,19.8,5,0,0,1,0,0,0,0,0,0.8,338,0,8
Doucoure,WAT,MID,59,83.4,57.0,22.0,16.2,3,0,1,1,0,0,0,0,0,1.6,360,1,11
Douglas,WOL,DEF,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Dowell,EVE,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Drinkwater,CHE,MID,48,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Dubravka,NEW,GKP,50,0.0,98.0,0.0,9.8,6,0,0,0,0,0,11,0,0,0.5,360,0,12
Duffy,BHA,DEF,45,0.2,134.4,25.0,15.9,7,1,0,0,0,0,0,0,0,2.8,360,0,11
Dummett,NEW,DEF,45,11.2,54.6,2.0,6.8,6,0,0,0,0,0,0,0,0,0.2,360,0,9
Dunk,BHA,DEF,44,22.1,29.2,4.0,5.5,4,0,0,0,0,0,0,0,0,1.6,199,0,3
Durm,HUD,DEF,45,0.3,6.0,2.0,0.8,0,0,0,0,0,0,0,0,0,0.1,14,0,1
Ecuele Manga,CAR,DEF,45,24.2,69.2,0.0,9.4,5,0,0,0,0,0,0,0,0,0.2,360,0,14
Ederson,MCI,GKP,56,10.0,63.8,0.0,7.4,3,0,1,0,0,0,5,0,0,22.9,360,1,17
Elliot,NEW,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Elneny,ARS,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.3,0,0,0
Elyounoussi,SOU,MID,64,115.6,32.8,80.0,22.8,1,0,0,0,0,0,0,0,0,0.2,184,0,6
Emerson,CHE,DEF,53,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Enobakhare,WOL,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Eriksen,TOT,MID,94,131.9,72.2,95.0,30.0,4,0,1,0,0,0,0,0,0,9.6,360,0,12
Etheridge,CAR,GKP,46,0.0,173.6,0.0,17.3,5,0,0,0,0,2,17,0,0,7.5,360,3,31
Evans,LEI,DEF,49,0.4,13.6,0.0,1.4,0,0,0,0,0,0,0,1,0,0.3,90,0,5
Fabianski,WHU,GKP,45,0.0,152.8,0.0,15.2,10,0,0,0,0,0,21,0,0,14.3,360,1,11
Fabinho,LIV,MID,57,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Fabri,FUL,GKP,45,0.0,115.2,0.0,11.5,5,0,0,0,0,0,15,0,0,0.3,180,2,8
Felipe Anderson,WHU,MID,69,119.4,78.2,48.0,24.6,9,0,1,0,0,0,0,1,0,2.3,331,0,10
Fellaini,MUN,MID,50,25.8,34.4,6.0,6.6,2,0,1,0,0,0,0,0,0,0.6,155,0,9
Fernandes,WHU,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Fernandinho,MCI,MID,54,52.2,50.4,58.0,16.0,3,0,0,0,0,0,0,0,0,4.7,360,0,9
Fernandez,NEW,DEF,45,14.1,39.0,12.0,6.5,4,0,0,0,0,0,0,1,0,0.2,180,0,1
Firmino,LIV,FWD,94,76.1,104.6,149.0,33.0,1,1,2,0,0,0,0,0,0,26.1,338,1,19
Foden,MCI,MID,48,10.9,4.2,8.0,2.3,0,0,0,0,0,0,0,0,0,0.2,8,0,1
Fonte,FUL,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Forster,SOU,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.9,0,0,0
Foster,WAT,GKP,45,10.0,48.2,0.0,5.8,3,0,0,0,0,0,6,0,0,4.6,360,0,12
Fosu-Mensah,FUL,DEF,45,34.5,30.0,17.0,8.1,7,0,0,0,0,0,0,0,0,0.7,270,0,3
Francis,BOU,DEF,44,12.7,59.6,6.0,7.8,2,0,1,0,0,0,0,0,0,0.4,125,0,6
Fraser,BOU,MID,56,122.0,102.6,90.0,31.4,5,1,1,0,0,0,0,0,0,5.6,360,4,21
Fred,MUN,MID,58,69.5,22.6,21.0,11.4,6,0,0,0,0,0,0,1,0,2.5,255,0,6
Fredericks,WHU,DEF,48,36.9,43.0,10.0,9.1,8,0,0,0,0,0,0,2,0,0.4,270,0,1
Fuchs,LEI,DEF,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Fabregas,CHE,MID,63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Gabbiadini,SOU,FWD,58,3.5,0.0,2.0,0.5,0,0,0,0,0,0,0,0,0,0.2,36,0,2
Gayle,NEW,FWD,60,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Gazzaniga,TOT,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Ghezzal,LEI,MID,53,48.2,49.6,23.0,12.1,3,1,0,0,0,0,0,1,0,0.4,129,2,10
Gibbs-White,WOL,MID,44,2.2,0.0,2.0,0.3,0,0,0,0,0,0,0,1,0,0.4,26,0,1
Gibson,BUR,DEF,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Giroud,CHE,FWD,78,56.9,27.8,61.0,14.5,1,0,1,0,0,0,0,0,0,2.3,69,0,6
Gomes,WAT,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Gomez,LIV,DEF,50,33.9,84.8,29.0,14.9,1,0,0,0,0,0,0,0,0,2.8,360,2,22
Gosling,BOU,MID,50,58.1,56.0,5.0,11.9,5,0,0,0,0,0,0,2,0,0.1,360,0,7
Grant,MUN,GKP,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Gray,WAT,FWD,60,41.3,39.8,91.0,17.0,2,1,0,0,0,0,0,0,0,0.7,281,0,12
Gray,LEI,MID,55,40.1,59.6,90.0,19.0,5,1,0,0,0,0,0,0,0,2.3,333,2,16
Gross,BHA,MID,69,76.4,70.6,63.0,21.0,4,1,0,0,1,0,0,0,0,4.1,217,3,11
Guaita,CRY,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Gudmundsson,BUR,MID,59,71.7,32.2,54.0,15.8,4,0,1,0,0,0,0,0,0,0.9,194,0,9
Guendouzi,ARS,MID,45,35.3,54.4,16.0,10.5,8,0,0,0,0,0,0,1,0,3.3,304,0,6
Gueye,EVE,MID,49,10.2,72.6,25.0,10.8,5,0,0,0,0,0,0,1,0,0.4,270,0,5
Gunn,SOU,GKP,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Gunnarsson,CAR,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Gundogan,MCI,MID,55,76.1,44.0,72.0,19.0,2,0,1,0,0,0,0,0,0,3.3,261,3,14
Hadergjonaj,HUD,DEF,45,40.9,31.8,8.0,8.0,10,0,0,0,0,0,0,1,0,0.1,345,0,7
Halford,CAR,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Hamer,HUD,GKP,40,0.0,78.4,0.0,7.8,9,0,0,0,0,0,11,0,0,7.1,192,0,4
Harris,CAR,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Hart,BUR,GKP,45,0.0,169.6,0.0,16.9,9,0,0,0,0,1,21,0,0,6.6,360,2,21
Hause,WOL,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Hayden,NEW,MID,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0.2,20,0,-2
Hazard,CHE,MID,107,153.4,144.0,145.0,44.3,1,2,2,0,0,0,0,0,0,21.5,223,4,27
Heaton,BUR,GKP,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Hemed,BHA,FWD,49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Henderson,LIV,MID,53,21.0,24.8,0.0,4.7,1,0,0,0,0,0,0,0,0,0.9,137,0,5
Hendrick,BUR,MID,55,31.6,50.0,119.0,20.1,9,1,0,0,0,0,0,0,0,0.2,291,0,13
Hennessey,CRY,GKP,45,0.0,156.6,0.0,15.7,6,0,0,0,0,1,18,0,0,4.4,360,2,21
Herrera,MUN,MID,50,1.3,8.0,36.0,4.6,2,0,0,0,0,0,0,1,0,0.1,68,0,1
Hoedt,SOU,DEF,45,13.4,70.2,1.0,8.6,4,0,0,0,0,0,0,1,0,0.4,360,0,13
Hogg,HUD,MID,45,6.3,10.0,0.0,1.6,3,0,0,0,0,0,0,0,1,0.2,152,0,2
Hoilett,CAR,MID,53,38.2,19.0,26.0,7.8,5,0,0,0,0,0,0,1,0,0.2,262,0,6
Holding,ARS,DEF,44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Holebas,WAT,DEF,48,137.8,157.2,25.0,32.0,3,1,4,0,0,0,0,2,0,15.6,360,6,34
Holgate,EVE,DEF,45,3.7,77.4,2.0,8.3,6,0,0,0,0,0,0,1,0,0.3,317,0,4
Hudson-Odoi,CHE,MID,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.4,0,0,0
Hughes,WAT,MID,50,65.6,80.6,72.0,21.8,3,1,0,0,0,0,0,1,0,1.5,337,2,15
Hugill,WHU,FWD,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Hyndman,BOU,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Hojbjerg,SOU,MID,44,53.3,54.4,30.0,13.8,2,1,0,0,0,0,0,0,1,1.3,166,1,8
Ibe,BOU,MID,52,46.9,10.4,8.0,6.5,2,0,0,0,0,0,0,0,0,0.3,36,0,2
Iborra,LEI,MID,48,1.5,3.4,0.0,0.5,1,0,0,0,0,0,0,0,0,0.1,10,0,1
Iheanacho,LEI,FWD,60,30.4,9.2,40.0,7.9,3,0,1,0,0,0,0,0,0,1.0,193,0,9
Ince,HUD,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
Ings,SOU,FWD,56,78.0,97.2,218.0,39.3,3,2,0,0,0,0,0,0,0,7.5,269,3,18
Iwobi,ARS,MID,55,38.7,59.4,29.0,12.7,3,1,1,0,0,0,0,0,0,1.5,119,0,11
Izquierdo,BHA,MID,59,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Jach,CRY,DEF,40,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Jagielka,EVE,DEF,44,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,1,0.7,39,0,-3
Jahanbakhsh,BHA,MID,68,15.2,7.2,0.0,2.3,0,0,0,0,0,0,0,0,0,0.9,49,0,3
Jakupovic,LEI,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
